7632	1072	3401	426	7736
3121	4062	1360	1244	3691
2765	9053	9370	2629	5734
7725	3016	3936	9603	8145
1111	8744	1311	1557	7652
7673	6526	4505	2084	2519
5673	414	4901	4818	2827
8423	6471	4545	4074	4473
8408	4647	132	5522	1747
6133	8682	8457	9319	110
1830	2836	6615	201	9296
5916	5289	5779	9125	5232
117	4862	1854	4353	4914
4570	5350	3127	1663	7287
9898	2517	9906	8410	7485
9063	8009	6219	7700	3038
3753	4854	6506	9953	9684
7466	609	1083	6218	9226
4254	5157	3418	3385	9007
2792	4181	3669	5380	6169
2323	7419	5046	9203	8044
2544	1568	2906	6446	4457
6441	9782	6102	4459	165
179	263	770	5653	6315
1595	5032	3877	6335	8452
3554	877	9575	6162	9529
4014	7124	9405	9178	645
3743	5795	7475	2431	6712
3844	9270	921	5275	4294
215	3133	8344	9847	8425
6929	5321	8474	3002	1704
2585	6952	7965	7141	7711
6990	1339	5993	1970	4544
9946	120	8191	9688	9642
4438	2155	6999	619	3999
5546	7784	1692	2621	7511
7920	3103	6501	1429	7114
3738	9902	8488	4662	4425
8677	8510	8507	9467	9413
8381	4095	1630	1748	4748
368	8681	2124	7519	4505
2432	5672	7746	6651	5124
1509	8592	4012	7497	3599
8972	3840	5221	2343	6820
4272	71	9884	5044	6635
9620	1578	6388	1756	1141
8012	4143	1041	8729	66
9870	7164	1801	6398	7124
9599	519	439	6838	478
4324	7904	1370	748	9850
9965	4247	2594	4234	2699
9105	5175	418	334	1004
4162	3240	2440	8796	2881
1950	8659	5834	5023	6095
3151	3302	3631	2951	7960
6139	1809	8939	4448	3309
5299	2987	5409	1587	9583
4022	5231	7405	7218	8706
9980	3262	9134	5563	8569
5699	7901	48	1045	6770
3581	8896	6680	4342	6529
7979	7310	3676	6503	1185
9428	316	171	1193	1287
6979	3399	491	1534	2905
8550	990	4601	9178	9709
8548	4720	8594	9056	8367
2349	9327	3778	3695	6583
2309	1359	1454	4123	3283
8906	8725	55	127	3183
7299	3604	8738	147	74
9398	4665	4070	7671	4528
8105	9360	774	4241	4913
1980	3668	3469	9496	6637
5070	1000	8504	1386	763
8270	2436	761	8220	429
9324	4225	3367	8125	9648
1099	9418	8170	4705	7524
1114	7519	9048	3528	6794
4790	6140	2604	5388	1978
3691	7985	6806	5857	9368
4929	5776	6161	2498	4600
8259	4022	4340	1718	5555
2125	6000	3135	8573	3307
3129	2373	9368	3157	797
7609	9142	3210	8118	8435
463	4152	7164	8540	2294
3513	4539	6917	7496	2977
2751	5296	566	5440	7595
8696	6324	4373	4331	1784
6374	957	7086	1197	1158
4609	1390	7889	7152	5672
2003	5508	6384	9749	6547
5840	3787	829	723	3966
3498	3385	2661	7175	8029
6638	2488	5977	9719	337
5272	8516	7157	8608	2707
2569	9153	1692	9443	819
9199	3286	677	6022	1779
9670	3021	7064	7010	5756
2714	1839	1203	5540	9771
4906	7501	816	4571	165
162	9977	3007	3199	6959
6787	7701	6054	3362	2532
1687	2599	6341	6828	9635
9712	4603	138	4566	9287
285	8491	4057	181	6617
6052	7477	4567	7468	9020
4915	7217	1023	254	46
8030	3733	6472	2122	7008
5885	7359	5814	8293	8092
1447	981	2458	6643	6034
8368	1494	7052	2964	3571
5203	6482	3965	8961	1048
9231	4152	6913	1459	7817
380	5644	4625	5088	7024
3130	6195	153	5037	234
2435	5996	8250	3476	7460
1262	9715	1695	1371	6909
9132	9750	4267	2312	1891
8456	4275	5457	4382	3245
8861	8128	3257	9799	8844
4534	1739	1576	1244	9244
7318	592	2371	5245	3081
7650	6459	6213	1924	1710
5599	7819	7448	7132	7210
2092	1119	5264	9603	7086
4329	460	851	609	9169
6004	2684	7558	4153	8399
2203	8531	6688	5402	9671
8147	5288	6759	509	2740
7209	8214	2468	6775	2977
3352	6793	8319	1204	3043
2182	7427	6677	9700	9875
1834	5373	4712	9413	5392
5088	2289	8489	8267	1269
972	56	4972	1479	1444
5910	2145	2697	5224	9687
8947	5150	5910	2554	7924
1064	6794	7440	631	2526
8956	4113	9451	1296	9281
5169	380	7561	6262	5367
4384	787	1410	9684	6973
5277	550	2182	3497	2183
6814	5989	2940	6797	2265
8617	1714	190	441	537
7335	4301	3879	486	8572
2535	4976	9783	6096	2009
6333	246	7125	7047	3483
8010	4431	5777	5311	7636
8935	979	9140	3906	6173
4553	8645	6637	3980	5730
8057	286	9183	2809	6096
5582	4648	5551	7716	6120
3406	411	450	1870	8527
7589	3084	9138	9700	6145
7920	8479	2569	9791	5176
3071	416	5796	7943	4435
2230	9947	9592	7347	2976
3850	1667	8345	4826	8535
4697	3764	7755	3139	2115
2817	5052	2992	452	3748
4780	7437	2866	2880	9646
1284	97	8880	6510	2137
9240	8548	557	8743	23
9072	7366	2901	9180	3416
9929	168	8954	616	5745
563	630	8039	7004	6776
1569	5849	4298	7308	2007
101	1898	1584	4184	5153
1731	3814	5390	7738	5981
860	1675	8834	3843	7516
7909	8297	1068	1596	3239
4441	3113	9510	5568	4999
5556	7890	4778	83	8530
8879	8325	7753	8025	737
7147	5561	5061	458	6456
7453	4825	1021	5419	1581
6415	4759	8827	7944	5913
4610	1938	8740	9268	4380
4531	5370	1579	1530	2113
2141	4316	7680	3496	6542
7687	9909	4921	8551	3862
8427	9719	5494	9439	7511
2134	7752	3193	7264	1848
4631	807	939	6394	3118
513	3136	6375	8081	6129
4324	1518	1177	9685	1538
5795	6949	8402	659	8211
9182	7983	6420	3676	6585
8970	7685	3025	8867	1202
1658	5483	8541	285	5209
7028	87	6176	7628	5747
4022	3802	1893	2276	9341
3290	5690	5101	8986	5619
5841	8995	9350	61	8942
4284	4418	6292	5911	4612
966	9041	2073	4533	8991
1236	2852	1651	1174	5082
4614	9976	641	527	5060
5074	35	3513	9210	1079
6777	7763	8317	979	2648
5788	2598	1245	888	6737
3096	2939	3010	7971	1270
9629	2496	5118	6192	7974
231	6198	6877	7265	2075
5598	1234	371	3967	1687
9569	8207	6376	1075	2857
7741	588	9478	9685	6871
3947	7905	9305	7128	7569
2163	2198	5594	5214	5453
1598	4237	4028	1937	7420
5349	4470	501	5460	6742
1327	4137	1311	922	548
8482	7382	3492	5530	423
7525	1875	2334	3811	1306
4889	4882	8870	2272	4845
4012	1981	5810	3673	4474
8164	6805	6062	2980	7454
4076	4336	8804	4096	7556
2985	3823	5487	2167	7813
8663	6796	4414	3397	4982
1015	2463	3581	1040	9029
9850	6221	4335	3723	2423
7646	5136	9424	9411	3646
1201	9748	563	7772	3286
6520	2053	5147	2971	1767
7995	8199	5185	8742	102
9795	1232	1682	3608	3027
9722	3685	4109	1445	1258
8924	3320	5198	980	4567
2214	1745	1133	5407	3530
2932	9258	252	8052	8703
8340	5460	3169	3981	4406
7086	6198	206	2899	4586
9972	891	3713	1443	6131
2802	6810	9203	2010	6665
6759	8580	1361	2812	5021
8633	2345	1567	8006	1635
5354	7416	6647	8057	3348
2388	3798	3838	5638	4418
5867	340	4698	3683	6323
9228	2190	2355	6179	192
322	9163	1657	3629	8107
7143	3155	5384	1151	3922
7721	9873	7361	7269	2483
5638	8402	1087	8362	667
7111	124	941	5155	9202
6226	4655	1665	5345	3271
7951	3331	231	573	4625
1471	1381	7120	7267	2275
315	9809	3631	607	6643
9156	2258	4121	9906	1797
5205	8209	2447	2141	5549
6637	3296	1971	7946	1580
1225	8747	2406	8079	906
2173	824	7122	6717	8299
8725	2103	7360	3419	6052
7001	4568	7667	8151	1709
3228	4042	3192	82	4031
6222	1471	6078	8769	6516
3230	4743	1066	5869	5452
2819	4104	4500	8108	7153
5962	2219	6883	270	1320
488	1123	5105	172	9099
5525	347	5685	1431	1110
7527	979	3801	1640	3315
9235	6915	618	7533	4250
9955	1710	9348	8187	5117
188	6993	7185	5712	9713
6703	3006	4810	8578	7129
1704	2873	5842	8339	2763
3648	1982	8811	4903	7447
7615	4235	6685	6173	5292
6786	498	8817	3354	7450
4410	8300	3073	5771	2743
9028	1021	3670	4374	5067
5551	4501	8437	3358	6109
1541	9887	9506	1654	6253
8871	2197	7373	4663	9453
254	8063	8200	971	6675
9128	6350	1722	9171	590
9845	1987	2751	3373	2889
6990	5877	7262	7147	1343
8610	4948	6248	5057	7710
2093	4649	469	7573	397
2961	7927	1749	1264	8619
2442	128	6034	7289	576
4585	1853	748	6691	3544
2741	712	7947	2284	3190
781	466	3623	40	2681
610	6801	5191	7123	5112
6484	9886	9348	259	9273
5972	6262	4134	1628	5404
3174	5016	8860	9018	886
8745	7462	9430	6096	6069
4513	7712	633	1432	7123
3072	4733	4864	6697	1288
6300	6496	2654	6425	2389
7698	8932	9327	9069	8240
5072	2810	4349	1948	8717
2298	611	5423	1897	835
8605	8745	6722	3243	4180
3728	6866	5010	1953	6280
1814	7287	6096	5304	2667
4561	3795	8718	5010	6981
3041	3035	7306	1832	4228
6928	8269	5703	3576	1626
3945	4221	8610	7804	3319
3658	8627	4749	2129	385
6259	7682	8541	3384	2835
6403	4700	8956	400	2870
4345	5838	9194	4786	8720
2594	3454	6103	5480	9063
7278	4210	195	5394	4180
7532	189	7049	5755	1870
9328	328	8700	6731	9279
8579	5839	137	6305	9799
4682	8506	8711	3403	4601
2466	6614	9885	2794	3664
1633	6882	8655	2743	5057
2253	3100	3240	392	9191
3990	4373	7884	8826	1167
5407	1591	4987	3241	6580
123	4977	8622	5354	2393
7069	4704	7359	8861	7049
2024	9394	64	6229	6520
6321	2915	3789	1850	8747
139	2022	4537	9549	5087
3234	594	5493	9621	7320
1948	3738	1687	4264	9908
9423	2501	8460	6946	2349
9306	6782	7565	916	5610
5930	4504	4251	4765	9667
3759	9380	8150	1342	7516
1586	6534	8220	7052	8682
1780	1267	1579	4991	6907
3180	6863	9293	9720	9552
9336	5444	8590	7791	8208
4892	8867	4142	7216	2888
8227	3731	9643	1224	630
572	5681	7197	8181	7156
1738	4975	1023	8810	9413
5601	5247	3673	4846	745
5792	1310	6821	3674	247
4669	4510	4667	7326	5740
1109	8796	101	6627	4261
1385	7830	3063	4100	8095
2817	3806	9648	2148	6892
8442	4428	2850	7509	2024
4869	8	1916	9017	1410
3598	7646	4619	833	9710
8142	8387	6516	1533	3537
6603	8931	7865	1512	7823
7867	3579	1356	592	9414
3411	2614	5992	9928	3643
9649	3643	3930	7432	4741
9215	3332	5824	2288	2961
7647	143	8921	2505	2387
1909	9882	2465	8494	5891
3515	267	8844	8476	6705
8912	5606	8343	2997	5604
4574	6528	5664	87	7546
4730	1357	4593	5124	9740
7415	7246	814	8371	5170
1471	8310	3407	4433	6942
4235	9607	7344	4011	2422
4454	711	9708	9853	1699
8220	6620	6993	4636	7595
8879	7922	9445	2504	1748
4888	3514	4031	7394	5018
6668	2877	1674	3600	7542
518	8278	9896	7250	7038
1210	6217	185	6785	134
9371	8803	1513	8462	161
8029	7032	6946	2596	1250
839	1060	2926	5223	217
2003	8827	7418	5742	5516
2461	7094	9958	743	2485
7816	8602	9421	1337	163
7062	3283	3797	525	6714
2404	7276	1974	4054	6228
3875	4130	4916	4021	9468
2046	5558	7192	973	1758
9009	3615	7166	7163	4255
4611	9466	9212	5511	9598
7144	6007	1973	2080	3663
7646	5515	9679	7106	5690
1348	8522	7658	7981	3905
1696	1641	5841	7733	6744
1565	6892	1797	318	2804
6006	2847	6902	7833	562
7824	5576	1239	1347	1965
4120	5286	5530	8272	1532
261	7473	8092	3561	6068
9590	594	6899	781	9445
9855	156	3425	7232	9499
1017	5024	7108	8778	3446
8220	5177	6698	4203	9966
6024	8069	4115	7856	2246
7128	5245	6304	9440	7051
5636	9052	1334	3121	175
5432	7798	7298	7752	9481
1909	475	6358	6447	5197
7841	476	5267	9235	7917
4093	9434	3736	4040	9485
4771	5080	368	1069	6124
6415	3113	6188	2026	6333
7897	1880	8201	5101	3607
9513	93	1200	4614	3007
4449	7475	6350	2809	1727
6087	8982	3135	5952	7392
7709	6928	8295	1872	1067
6813	4177	8551	7191	6478
6867	1731	9877	7338	8822
3003	6285	7384	8077	1115
2364	1950	5098	9025	5571
7392	6177	9787	1975	3302
5413	7596	9949	187	4429
8014	4254	3172	1680	6824
352	8810	9790	4465	7381
1572	3622	6640	8161	8141
5084	5036	2831	1642	4729
7226	3272	5442	5695	745
1130	205	737	9389	254
4744	8989	5938	4988	1447
8155	9215	1128	746	5182
9312	5916	5865	7980	4837
7530	3747	1481	9009	9004
8577	5682	6005	4158	4077
2121	5334	8533	3991	4954
3652	817	9636	1021	4179
2856	3487	7352	3179	1045
7079	5961	2954	8358	5481
310	7163	5754	2138	7659
9672	9322	7189	9073	7903
6424	1224	721	6155	2724
3002	7401	1301	5662	2484
6602	4711	4578	3330	6326
5872	9047	4160	2412	9427
6505	7354	8150	4752	9569
9419	9102	6259	1306	598
5815	7070	5020	40	3433
2589	5008	6701	2390	5027
1892	2182	4243	7614	2091
806	8149	3015	8376	8914
1147	3112	2767	7761	4210
480	3997	3380	4500	6122
9324	4874	9159	8089	8773
8762	2696	8053	5077	7343
8248	2315	3243	1849	5211
3638	7911	2162	3878	5750
4536	7315	9486	6342	1433
9400	8757	2347	1069	444
6018	217	685	7614	2263
465	9885	8264	3144	2309
4376	7219	2035	7464	3940
2732	1324	5281	9120	3628
9871	4500	2212	7168	6171
2075	64	8860	2850	3147
1819	9246	5406	4203	2321
9905	8803	147	3060	3455
9382	8813	5571	261	2993
2876	6325	1591	3169	2365
1134	5790	4973	3340	2421
312	6836	4528	4581	7693
3032	5644	7024	7806	589
1508	8759	1078	8336	7604
5358	3064	1391	5902	4845
2738	1998	3153	6096	4966
7199	4166	1925	3661	659
8407	469	1064	7065	2033
1773	1291	8892	2651	6886
2697	6801	140	479	6704
1846	7916	4331	7181	1226
3410	898	8973	8142	6335
8741	7348	2724	5086	6988
6660	2909	4047	9752	8516
6627	7186	9254	5234	2115
4478	1051	8210	812	9013
2392	1585	5473	4644	3382
1383	3439	3780	3165	7065
1725	5900	3875	7084	4080
4217	3418	7472	9137	2581
8827	9879	7378	8723	1408
4919	8873	9581	2165	7044
2987	456	8357	142	2787
7250	2217	3083	7481	7556
1353	242	826	3002	1275
1868	2105	8463	292	3284
6316	1613	7816	7113	5542
5635	3362	9030	5155	6829
8247	216	3284	3663	7102
6606	7790	2191	6916	2536
1155	80	3328	5392	8709
3623	6974	9594	4398	9560
3087	1378	5576	6362	5060
4640	9805	4738	4011	5501
79	9067	2037	69	8519
7722	7495	3761	999	8116
6403	9989	8538	5026	5299
6663	1391	2093	1885	2969
9943	4394	153	2582	8951
8408	1780	363	1364	1067
7190	9459	548	9960	8314
13	5704	9705	9263	5686
2859	1685	2259	1651	8685
8624	6072	6609	3693	9292
1578	3226	4655	1947	2533
2080	7494	5066	2078	3838
4332	7425	7177	4356	211
8918	1349	8434	8942	1548
6994	6735	6558	6177	3344
9026	3807	5594	8690	1875
7812	3824	3326	631	8758
4803	5811	7064	855	1
8841	9166	5237	8254	9828
6855	8550	8471	8597	9480
1423	5421	8797	8223	8500
6760	4693	732	7778	4778
5049	6758	3231	1604	294
4029	983	4412	679	7023
8034	9172	7344	3953	4150
854	1022	5985	4695	7465
8128	8739	5072	377	4275
5983	3901	8295	5260	2877
7649	3356	1788	8737	1351
8401	6406	5702	9585	3348
3659	1563	7589	4609	6326
9143	8896	6320	5422	2285
8178	7457	8373	8194	9193
2347	16	16	6420	9086
6468	2896	687	9596	701
3648	6858	932	1505	512
4123	4026	5606	8467	7480
2101	5078	8661	4699	5571
2885	2680	9348	9807	5126
1950	7644	5646	77	4852
1403	6766	9497	6460	3898
7747	920	336	5357	9479
9692	7213	3740	6258	84
7767	1439	2885	3195	1338
9598	8218	8954	7908	8605
8571	2683	4990	5602	3323
8022	7936	873	4330	7478
7576	24	1584	7996	9648
5470	105	3912	3166	9633
5227	2920	2980	3046	7710
4348	2121	5819	9511	5767
5431	602	7451	9636	5899
3874	5690	3387	5858	2864
9380	1963	568	4840	6962
9659	4102	9362	3843	2287
9315	8453	3033	8006	5536
4283	2729	3831	2457	2065
7601	1634	4774	3219	3158
9079	9484	1353	4509	3877
2760	1961	6199	4755	3091
2311	6538	6097	8841	1313
9790	954	8626	6099	9950
6475	5460	326	8320	8032
7556	6444	6951	3236	8963
5897	7091	6673	8798	7208
5259	8219	8923	4675	3691
2580	5554	5906	8558	5942
8615	3692	2915	2571	9695
3167	6331	3795	2616	9671
613	5111	7095	5513	5964
104	4794	312	698	4026
3685	9947	1300	2501	9272
3056	8426	9090	3731	3587
5394	1553	3628	1355	5556
8381	7048	7090	4209	9304
786	7343	6388	7713	6202
8952	4718	2658	3197	6877
9064	5670	6506	6226	784
5014	8707	5391	6789	8893
7196	1832	7704	6771	6136
1948	7574	6025	6955	9825
8461	3124	8954	7331	2720
3481	9656	6854	2213	5481
9310	6317	3152	3530	1670
3897	3409	6814	7423	6070
4151	3909	9600	1281	4740
5164	2452	5869	4433	7098
4075	2111	3711	5297	7057
5509	8792	1595	6179	6868
7180	774	4868	5462	1204
6228	1651	1747	9217	690
4108	9834	9267	6915	5168
3231	4403	8432	994	9276
4846	980	2234	7273	9026
9326	4265	4813	5514	824
2596	8967	5880	7793	1948
2732	6090	1326	3487	8621
6066	7103	8638	8405	5212
9966	4976	3168	5527	7976
4946	6515	3824	9412	1230
506	4115	7764	1926	8151
1818	1565	217	579	1124
1770	1024	7596	3441	8261
3212	8264	5083	6188	6197
7808	78	430	6937	3174
6453	965	6271	2465	8543
4745	8478	6306	9756	2594
3050	787	6584	9510	6889
1712	4084	7270	1379	8147
922	6611	333	3130	3599
3153	3888	1320	4161	1858
8273	9315	5848	12	476
2496	943	6429	574	631
4789	2060	3485	2358	8740
8660	2674	3559	6562	8028
320	8103	1920	117	4497
9195	7855	8965	2164	3398
1630	9720	2944	453	5759
6259	9800	9684	8393	3155
5717	9194	9257	6973	6648
2661	2861	7820	6416	4062
6493	2023	6363	1280	4224
8296	8303	6392	591	8649
7800	2310	7829	3619	5694
2693	1675	5872	9175	4755
9611	2072	8386	5288	1409
9895	8733	6744	8381	4701
2261	1571	9794	7145	1429
2020	1640	3414	7139	3355
8235	1559	8358	7701	4976
4080	7422	4592	9182	3653
2783	6649	1986	1302	9692
6125	547	9846	9058	7043
8998	6953	3952	7370	855
8463	5973	3545	2427	4025
245	2692	671	3261	258
2323	5461	4935	7338	5056
487	8381	8433	4529	2247
894	2093	9998	4926	6597
4697	259	2618	7140	3646
2731	1044	6933	3650	8874
4969	9382	4439	4148	5402
3600	5694	3871	1337	7288
2021	7695	6362	4402	5253
154	1205	9410	305	5462
6251	337	8868	1917	2290
3195	1330	2341	5741	4645
6919	3758	6338	8817	2557
9439	8561	7696	3751	8392
6772	5382	2463	7637	4613
8907	3287	9502	4243	4102
1505	573	626	1695	9372
8806	9425	7556	4834	5997
3357	2136	3041	1299	3938
7359	2029	8400	7231	3502
7886	236	9975	1266	5405
815	9137	9999	7538	8858
4116	7834	7442	508	9700
7070	1535	3611	5455	4723
8151	946	1244	2006	2959
7163	9098	9500	4772	8091
7864	2106	2887	531	7501
4996	4263	3827	399	4733
6427	1356	1376	9267	9189
8723	3254	442	8318	4138
5589	7240	5764	1787	5783
1232	1243	2234	8815	500
2721	972	4997	6316	566
6888	7017	5800	2796	471
7859	9528	1146	475	988
6471	214	3122	6010	6322
6011	9837	8006	3609	9210
5025	6358	434	1287	2184
8401	642	5224	6657	4050
8106	2758	8038	7721	7664
9486	9681	3694	8877	2077
9326	2788	3055	9893	6275
1116	2078	1917	673	6358
3126	6587	3258	2613	2526
1686	4995	9104	6470	8431
7220	4246	2736	5494	1374
9236	982	5343	8209	3019
9533	8848	6176	1493	5415
6807	4319	8719	5674	1698
4632	5933	5438	2660	3104
6680	3486	8386	1256	4728
8927	5424	7201	4415	2270
6458	6698	3185	2831	3650
7370	644	6548	6117	6352
7837	3210	8626	3673	5208
7448	1909	5369	2045	1828
260	9670	3886	2329	9151
3746	8770	5892	8100	3971
8836	37	1980	9483	2901
1447	8483	5799	6507	1035
4540	9471	3637	1107	7651
501	9882	2083	692	2858
4370	3968	4889	5343	1644
1711	4794	1140	8578	8812
3791	3064	8014	3118	9497
5767	8831	5558	3998	7074
8670	8654	6873	3322	2401
3962	5845	7863	4007	4973
3411	8786	3659	9215	2801
2113	790	507	2824	7414
259	8852	8128	6166	2283
9933	601	8617	2635	26
8113	9154	12	5744	2444
1520	6396	2274	858	3202
5549	2078	7534	9670	2626
1168	6201	1397	3308	9254
4885	9133	1406	673	4924
9670	2845	571	1370	4271
7453	5952	139	6014	9446
8098	9181	4891	8483	3061
7580	3557	4596	9487	7717
38	6810	3124	1109	6906
7311	2673	9078	3730	3180
8003	2710	1454	7443	1452
6409	4889	9116	9186	3035
5896	951	4514	8801	668
598	3614	2681	6543	2822
8970	1570	4944	7152	9232
2739	8611	3339	3007	104
9798	717	7024	412	4040
6775	4577	1827	5420	7753
4704	7694	9031	2909	9181
8402	6226	3013	9814	1619
4097	6197	5732	5213	178
21	6088	812	3078	1988
5396	2974	6563	500	1375
2737	4678	3072	675	7787
2309	8266	3906	6167	5267
5641	4433	2182	139	9205
7011	1891	8933	5803	4461
6798	6681	3465	9951	8403
4104	3631	8946	7829	9470
7664	5978	9929	7065	3580
8523	7259	7699	2495	1945
2229	1655	1175	5585	8763
7221	609	72	4158	1016
3522	9649	1894	7468	4540
5319	1074	9506	3013	6156
3369	6282	7194	6383	7691
1159	9992	1468	2337	6082
3930	2701	1811	8619	9907
9736	5637	7150	1267	7858
834	2145	4508	2241	545
1973	7268	2682	5	3395
3612	59	8768	9314	9751
1980	3032	8621	2874	2214
4251	5774	452	5165	5666
4659	9028	6463	6578	3001
4318	1477	5027	6328	1182
6041	7570	8257	82	6576
3318	6836	4404	5479	5594
657	15	5520	1641	9203
9388	5940	7313	3265	8899
5673	3831	6378	9499	6030
4906	652	344	7518	8455
2698	2188	9561	6519	5630
4414	7891	3169	2579	4450
8976	4435	309	8882	9564
8809	847	7452	8813	3335
5261	4427	142	3913	5854
8729	3029	3716	2243	3356
4262	5830	2675	7364	7111
5177	1826	2443	9021	3750
7718	6619	2666	1585	7143
3466	220	5552	2302	2592
392	3627	7442	8790	8565
7372	1053	8222	6958	6986
4646	6976	4535	1101	5071
2483	4865	9270	2530	3707
4229	4690	6658	6663	1800
1142	593	9424	1470	4728
5597	6061	5475	2999	3286
3928	4725	5319	5248	9011
8184	1134	1024	7433	5912
362	9425	296	8174	2520
8533	5732	6116	1860	3813
8764	4358	8499	866	4084
181	3833	9769	1931	3520
1602	2862	2260	8562	8343
4299	2342	9627	3669	7125
641	1040	2317	9878	8121
9390	6007	2663	1308	2300
9547	5346	279	9469	7860
1599	9659	1478	3334	8076
3638	2110	9016	5458	6443
176	527	8006	4883	3382
1722	339	695	3759	6488
2644	3821	8818	4191	1544
3837	4331	6167	5159	9592
